Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nepal,5494252208,6007061224,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21131983246,24472013234
Nauru,20432742.11,20432742.11,20432742.11,20432742.11,20432742.11,20432742.11,20432742.11,20432742.11,39333572.32,44290951.93,49248810.57,72751801.05,103811958.8,108601538.5,117020381.9,100459782.6,102060129.6,113884908.4
New Zealand,52622842840,53872425917,66627729311,88250885550,103904537815,114718721397,111608845081,137316087308,133279679483,121338622025,146583831538,168461998741,176192886551,190785204764,200955119874,177620948761,189285950471,205852838255
Oman,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78938881664,81076723017,68905071521,66824447334,72642652796
Pakistan,73952374970,72309738921,72306820396,83244801093,97977766198,109502102511,137264061106,152385716312,170077814106,168152775283,177406854515,213587413184,224383620830,231218567179,244360888751,270556126820,278654637738,304951818494
Panama,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54315722500,57820916600,61838175800
Peru,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102170981144,120550599815,120822986521,147528937029,171761737047,192648999090,201217661646,201080662205,189926516769,191639655121,211389272242
Philippines,81026300311,76262072468,81357605642,83908206648,91371242496,103071582125,122210716310,149359918060,174195136253,168334601260,199590775189,224143083707,250092092998,271836123725,284584522899,292774099014,304889079565,313595208737
Palau,144769900,155441800,161958700,152771900,164166000,184683500,188044800,193119700,196845300,182679900,182843800,193208100,214597500,225269300,245560300,293082900,302699800,291544300
Papua New Guinea,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23060047128,20638636035,19904808312,21088758485
Poland,171885598583,190521263343,198680637255,217513049292,255102252843,306125173853,344748646558,429063549984,533815789474,439796160379,479321460551,528832185770,500360816828,524234322597,545179584720,477355617456,471400273917,524509565263
Puerto Rico,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639316000,96385638000,98381268000,100351670000,101564800000,102450000000,102445800000,103143500000,105034500000,105034500000
Portugal,118358489958,121545880984,134228697534,164964195260,189187437298,197304513120,208566948940,240169336162,262007590450,243745748819,238303443425,244895101712,216368178659,226073492966,229629822122,199420256050,205184480409,217571083046
Paraguay,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25099681461,24595319574,28965906502,30881166852,27282581336,27424071373,29734895249
West Bank and Gaza,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000
Pacific island small states,3444121191,3371103515,3545578158,4151877953,4792908297,5264858279,5536876353,6077329195,6554307187,5774704218,6413682686,7627779125,8146587825,8442587805,8798000775,8587236272,9027150901,9687357499
Qatar,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270054945,97798351648,125122306346,167775274725,186833516484,198727747253,206224725275,164641483516,152451923077,167605219780
Romania,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,123533036668,175933642292,213605065703,172611845342,166658327827,184367381749,171664638717,191549024911,199493490983,177911101680,187805922349,211803281925
Russian Federation,259708496267,306602673980,345110438692,430347770732,591016690743,764017107992,989930542279,1299705247686,1660844408500,1222643696992,1524916112079,2051661732060,2210256976945,2297128039058,2063662665172,1368400705491,1284727602174,1577524145963
Rwanda,1734938652,1674685248,1677552332,1846198771,2088961969,2581313486,3152324689,3824788145,4860093843,5378925895,5773084568,6563320570,7334917697,7621923308,8016591928,8277613194,8475681533,9136689514
South Asia,614756460255,630831541229,663250167513,774466662240,897926604901,1028639477064,1176241330740,1488694492908,1515643037463,1665590819268,2042144113595,2272003568714,2297911379165,2356854113186,2581994304111,2695272602060,2903124297500,3291737801056
Saudi Arabia,189514926213,184137469733,189605920240,215807655253,258742133333,328459608764,376900133511,415964509673,519796800000,429097866667,528207200000,671238840107,735974843360,746647127413,756350347333,654269902889,644935541446,683827144289
Sudan,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032,117487857143
Senegal,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13439023281,12814961485,12948906289,14390776644,14225310519,14851057085,15304363138,13640668374,14683747154,16374743753
Singapore,95833932715,89286208629,91941192896,97001377569,114188557567,127417688056,147797218201,179981288567,192225881688,192408387762,236421782178,275966926379,290673681684,304454327499,311539499645,304097759674,309763879841,323907234412
Solomon Islands,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,681151190,932725578.8,1063879451,1129787202,1172268296,1154650066,1232699140,1303453616
Sierra Leone,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3556036535,3774270392
El Salvador,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986886200,17601616000,18447922400,20283783700,21386153000,21977401900,22585841200,23166030400,23912227500,24805439600
Sao Tome and Principe,71630592.22,71630592.22,79863374.95,95544010.78,104486043.5,125146438.7,133324919,144616696.8,188021168.8,187821029,197454053.1,233213522.6,252560557.1,302925489.7,348941656.8,315520894.9,354238109.3,390871568.6
Suriname,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793754805,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4826587058,3278425328,3324385325
Slovak Republic,29114875622,30703017450,35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,100324627215,88945625174,89501012916,98181259740,93413992956,98478349315,100948236941,87501423882,89768598023,95769031980
Slovenia,20342201356,20875387068,23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48013606745,51290792018,46352802766,48116256926,49904928335,43072415017,44708598649,48769655479
Sweden,259802012617,239917320967,263926220333,331108912605,381705425302,389042298377,420032121656,487816328342,513965650650,429657033108,488377689565,563109663291,543880647757,578742001488,573817719109,497918109302,514459972806,538040458217
Eswatini,1738100853,1542477309,1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4823831657,4560713074,4377293816,4020275298,3720649375,4408564260
Seychelles,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1059498884,1328091524,1342997306,1375604279,1425929444,1485994387
Chad,1385058162,1709347793,1987622279,2736666516,4414929220,6646663561,7422102656,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10985793715,9412034269,9981303726
Togo,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866618282,4080929201,4482880424,4087775415,4388569576,4812554346
Thailand,126392308498,120296746257,134300851255,152280653544,172895476153,189318499954,221758486880,262942650544,291383081232,281710095725,341105009515,370818747397,397558094270,420333333333,407339361696,401399422443,411755164833,455220920571
Tajikistan,860550305.8,1080774007,1221113780,1554125531,2076148696,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203,7633049792,8506674783,9236309138,7853450374,6951657159,7145701019
Turkmenistan,2904662605,3534803922,4461978499,5977560877,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799628571,36179885714,42355428571
Timor-Leste,439543789.9,517685310,510739436.3,543358124.6,1078398152,1813734851,2657852897,2881025963,4391333476,3199550317,3998696649,5681940845,6671047974,5649813361,4045377828,3104426021,2521007679,2954621000
Tonga,202363492.2,181244788.5,182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401562006.2,426057453.1
Trinidad and Tobago,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369070085,21642304046,27870257894,19175196446,22157948396,25433011405,25622915889,26578524198,27199856454,24402499451,22320008403,22104775828
Tunisia,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47587913059,43156708809,42062549395,40256675209
Turkey,272979390595,200251925587,238428126327,311823003531,404786740091,501416301727,552486912846,675770112825,764335657318,644639902581,771901768698,832523681194,873982246102,950579413279,934185915467,859796872794,863721647959,851102411118
Tuvalu,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711827.75,37671734.83,37509122.07,37290587.5,35556038.82,36572611.89,39731317.3
Tanzania,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44413616116,48219734752,45623490992,47388395823,52090320325
Uganda,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18168902154,20186496527,20176025418,23114293019,24599550742,27291880327,27102650472,24078931744,25891058946
Ukraine,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,107753069307,142719009901,179992405832,117227769792,136013155905,163159671670,175781379051,183310146378,133503411376,91030959455,93270479389,112154185121
Uruguay,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,52687612262,56156972158
United States,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16691517000000,17427609000000,18120714000000,18624475000000,19390604000000
Uzbekistan,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189,51821573338,57690453461,63067077179,66903804143,67067565989,48717685984
St. Vincent and the Grenadines,396270000,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610930037,651833333.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721207148.1,725185185.2,756666666.7,765555555.6,789629629.6
Vietnam,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,106014659770,115931749697,135539438560,155820001920,171222025117,186204652922,193241108710,205276172135,223863996355
Vanuatu,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,862879789.4
Samoa,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,462649043,508503671.3,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,803589511.8,803985809.2,786356314.8,856626506
Kosovo,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6686683347,6500192728,7073420074,7386891336,6439946767,6715486726,7128690557
"Yemen, Rep.",9636342275,9854042165,10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906748941,32726417212,35401325144,40415235702,43228582065,34602480339,18213328571,18213328571
South Africa,136361854808,121600818310,115748110113,175256916996,228937347866,257671413751,271811088781,299033511000,287099991517,297216730669,375298134440,416878162441,396332702639,366829390479,350904575292,317741039198,295762685148,349419343614
Zambia,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,20954754378,25808666422
Zimbabwe,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573600,10141859700,12098450700,14242490300,15451768700,15891049200,16304667800,16619960400,17845821400
